"arvore";"cap";"ht";"hi";"dicc";"espcasca"
1236;41;25,34;8,5;10,5;0,437
1236;41;25,34;9,7;9,96;0,397
1236;41;25,34;10,9;9,42;0,39
1236;41;25,34;12,1;8,79;0,326
1236;41;25,34;13,3;8,66;0,344
1236;41;25,34;14,5;7,96;0,382
1236;41;25,34;15,7;7,32;0,257
1236;41;25,34;16,9;6,53;0,234
1236;41;25,34;18,1;6,05;0,232
1236;41;25,34;19,3;5,51;0,261
1236;41;25,34;20,5;4,97;0,266
1236;41;25,34;21,7;4,58;0,223
1236;41;25,34;22,9;3,57;0,202
1236;41;25,34;24,1;1,97;0,097
1236;41;25,34;24,8;0,86;0,055
1237;53;30;0,1;19,51;0,883
1237;53;30;0,7;17,6;0,735
1237;53;30;1,3;16,87;0,677
1237;53;30;2,5;16,46;0,582
1237;53;30;3,7;16,07;0,54
1237;53;30;4,9;15,76;0,561
1237;53;30;6,1;15,44;0,52
1237;53;30;7,3;15,28;0,466
1237;53;30;8,5;14,96;0,451
1237;53;30;9,7;14,48;0,371
1237;53;30;10,9;13,97;0,365
1237;53;30;12,1;13,37;0,329
1237;53;30;13,3;13,05;0,338
1237;53;30;14,5;12,41;0,341
1237;53;30;15,7;11,46;0,323
1237;53;30;16,9;10,98;0,299
1237;53;30;18,1;10,66;0,313
1237;53;30;19,3;9,99;0,317
1237;53;30;20,5;9,17;0,368
1237;53;30;21,7;8,66;0,339
1237;53;30;22,9;8,4;0,324
1237;53;30;24,1;7,32;0,258
1237;53;30;25,3;6,21;0,26
1237;53;30;26,5;5,09;0,167
1237;53;30;27,7;3,63;0,148
1237;53;30;28,9;2,16;0,132
1237;53;30;29,39;0,92;0,066
1239;62,99;31,1;0,1;21,49;1,188
1239;62,99;31,1;0,7;20,56;0,927
1239;62,99;31,1;1,3;20,05;0,805
1239;62,99;31,1;2,5;18,46;0,697
1239;62,99;31,1;3,7;18,4;0,659
1239;62,99;31,1;4,9;18,14;0,682
1239;62,99;31,1;6,1;17,89;0,691
1239;62,99;31,1;7,3;17,67;0,715
1239;62,99;31,1;8,5;16,9;0,396
1239;62,99;31,1;9,7;16,55;0,642
1239;62,99;31,1;10,9;16,01;0,459
1239;62,99;31,1;12,1;15,18;0,412
1239;62,99;31,1;13,3;14,42;0,375
1239;62,99;31,1;14,5;13,69;0,354
1239;62,99;31,1;15,7;13,24;0,375
1239;62,99;31,1;16,9;12,7;0,359
1239;62,99;31,1;18,1;11,62;0,381
1239;62,99;31,1;19,3;11,01;0,393
1239;62,99;31,1;20,5;10,15;0,34
1239;62,99;31,1;21,7;9,87;0,343
1239;62,99;31,1;22,9;8,85;0,35
1239;62,99;31,1;24,1;7,7;0,299
1239;62,99;31,1;25,3;7,16;0,336
1239;62,99;31,1;26,5;6,11;0,313
1239;62,99;31,1;27,7;4,68;0,316
1239;62,99;31,1;28,9;3,5;0,22
1239;62,99;31,1;30,1;1,59;0,111
1239;62,99;31,1;30,5;1,02;0,093
1244;48,51;27,55;0,1;18,78;0,799
1244;48,51;27,55;0,7;15,82;0,62
1244;48,51;27,55;1,3;15,44;0,65
1244;48,51;27,55;2,5;14,96;0,659
1244;48,51;27,55;3,7;14,39;0,586
1244;48,51;27,55;4,9;13,91;0,54
1244;48,51;27,55;6,1;13,62;0,545
1244;48,51;27,55;7,3;13,11;0,492
1244;48,51;27,55;8,5;12,57;0,536
1244;48,51;27,55;9,7;12,32;0,457
1244;48,51;27,55;10,9;11,55;0,359
1244;48,51;27,55;12,1;11,2;0,36
1244;48,51;27,55;13,3;10,41;0,427
1244;48,51;27,55;14,5;10,19;0,405
1244;48,51;27,55;15,7;9,68;0,34
1244;48,51;27,55;16,9;8,85;0,36
1244;48,51;27,55;18,1;8,09;0,295
1244;48,51;27,55;19,3;7,54;0,34
1244;48,51;27,55;20,5;7;0,286
1244;48,51;27,55;21,7;6,21;0,303
1244;48,51;27,55;22,9;5,41;0,303
1244;48,51;27,55;24,1;4,52;0,19
1244;48,51;27,55;25,3;3,02;0,163
1244;48,51;27,55;26,5;1,91;0,121
1244;48,51;27,55;27,1;1,05;0,093
1246;39,99;24,1;0,1;15,12;0,809
1246;39,99;24,1;0,7;13,21;0,594
1246;39,99;24,1;1,3;12,73;0,48
1246;39,99;24,1;2,5;11,94;0,417
1246;39,99;24,1;3,7;11,68;0,402
1246;39,99;24,1;4,9;11,3;0,366
1246;39,99;24,1;6,1;10,95;0,33
1246;39,99;24,1;7,3;10,47;0,371
1246;39,99;24,1;8,5;10,03;0,327
1246;39,99;24,1;9,7;9,39;0,328
1246;39,99;24,1;10,9;8,91;0,338
1246;39,99;24,1;12,1;8,59;0,323
1246;39,99;24,1;13,3;7,64;0,297
1246;39,99;24,1;14,5;6,78;0,293
1246;39,99;24,1;15,7;6,37;0,263
1246;39,99;24,1;16,9;5,73;0,242
1246;39,99;24,1;18,1;5,41;0,221
1246;39,99;24,1;19,3;4,87;0,205
1246;39,99;24,1;20,5;4,04;0,195
1246;39,99;24,1;21,7;3,5;0,17
1246;39,99;24,1;22,9;2,42;0,128
1246;39,99;24,1;23,7;0,95;0,089
1247;34,4;22,73;0,1;15,12;0,667
1247;34,4;22,73;0,7;11,78;0,428
1247;34,4;22,73;1,3;10,95;0,36
1247;34,4;22,73;2,5;10,57;0,319
1247;34,4;22,73;3,7;10,25;0,309
1247;34,4;22,73;4,9;10,09;0,309
1247;34,4;22,73;6,1;9,8;0,299
1247;34,4;22,73;7,3;9,55;0,319
1247;34,4;22,73;8,5;9,39;0,36
1247;34,4;22,73;9,7;8,5;0,236
1247;34,4;22,73;10,9;8,15;0,264
1247;34,4;22,73;12,1;7,64;0,203
1247;34,4;22,73;13,3;7,1;0,23
1247;34,4;22,73;14,5;6,72;0,271
1247;34,4;22,73;15,7;6,08;0,196
1247;34,4;22,73;16,9;5,47;0,223
1247;34,4;22,73;18,1;4,93;0,219
1247;34,4;22,73;19,3;4,3;0,192
1247;34,4;22,73;20,5;3,18;0,172
1247;34,4;22,73;21,7;1,81;0,13
1247;34,4;22,73;22,11;0,89;0,076
1248;38,8;23,57;0,1;14,16;0,767
1248;38,8;23,57;0,7;12,57;0,586
1248;38,8;23,57;1,3;12,35;0,485
1248;38,8;23,57;2,5;11,75;0,397
1248;38,8;23,57;3,7;11,36;0,409
1248;38,8;23,57;4,9;10,98;0,364
1248;38,8;23,57;6,1;10,6;0,354
1248;38,8;23,57;7,3;10,28;0,365
1248;38,8;23,57;8,5;9,77;0,283
1248;38,8;23,57;9,7;9,17;0,262
1248;38,8;23,57;10,9;8,44;0,281
1248;38,8;23,57;12,1;8,05;0,254
1248;38,8;23,57;13,3;7,8;0,265
1248;38,8;23,57;14,5;7,23;0,269
1248;38,8;23,57;15,7;6,62;0,263
1248;38,8;23,57;16,9;5,86;0,206
1248;38,8;23,57;18,1;5,16;0,263
1248;38,8;23,57;19,3;4,71;0,257
1248;38,8;23,57;20,5;3,98;0,139
1248;38,8;23,57;21,7;3,02;0,107
1248;38,8;23,57;22,9;1,02;0,084
1250;42;25,88;0,1;14,48;0,648
1250;42;25,88;0,7;13,69;0,446
1250;42;25,88;1,3;13,37;0,451
1250;42;25,88;2,5;12,57;0,377
1250;42;25,88;3,7;12,22;0,354
1250;42;25,88;4,9;12;0,432
1250;42;25,88;6,1;11,62;0,429
1250;42;25,88;7,3;11,46;0,313
1250;42;25,88;8,5;11,08;0,349
1250;42;25,88;9,7;10,47;0,321
1250;42;25,88;10,9;9,87;0,276
1250;42;25,88;12,1;9,55;0,291
1250;42;25,88;13,3;8,91;0,263
1250;42;25,88;14,5;8,37;0,269
1250;42;25,88;15,7;7,73;0,289
1250;42;25,88;16,9;7,23;0,268
1250;42;25,88;18,1;6,75;0,311
1250;42;25,88;19,3;6,05;0,252
1250;42;25,88;20,5;5,41;0,237
1250;42;25,88;21,7;4,55;0,262
1250;42;25,88;22,9;3,76;0,205
1250;42;25,88;24,1;2,71;0,162
1250;42;25,88;25,3;0,95;0,081
