"arvore";"dap";"ht";"hi";"dicc";"disc"
85;45,01;20,51;17,43;8,72;8,22
85;45,01;20,51;19,48;0,32;0,32
86;17,44;14,95;0,04;25,91;18,11
86;17,44;14,95;0,15;24,51;18,51
86;17,44;14,95;0,3;23,05;17,05
86;17,44;14,95;0,45;21,65;16,15
86;17,44;14,95;0,6;20,37;15,07
86;17,44;14,95;0,75;19,42;14,42
86;17,44;14,95;1,5;17,32;13,82
86;17,44;14,95;2,24;16,01;13,71
86;17,44;14,95;3,74;14,32;12,72
86;17,44;14,95;5,23;13,02;12,12
86;17,44;14,95;6,76;12,13;11,33
86;17,44;14,95;8,22;11,59;10,79
86;17,44;14,95;9,72;9,77;9,17
86;17,44;14,95;11,21;6,37;5,97
86;17,44;14,95;12,71;4,23;4,03
86;17,44;14,95;14,2;1,59;1,39
87;13,88;11,95;0,06;20,02;14,92
87;13,88;11,95;0,12;18,18;15,28
87;13,88;11,95;0,24;16,71;13,91
87;13,88;11,95;0,36;16,58;13,78
87;13,88;11,95;0,48;15,92;13,22
87;13,88;11,95;0,6;15,82;13,32
87;13,88;11,95;1,2;14,32;12,02
87;13,88;11,95;1,79;13,66;11,46
87;13,88;11,95;2,99;12,45;10,45
87;13,88;11,95;4,18;11,4;9,8
87;13,88;11,95;5,38;10,5;9,2
87;13,88;11,95;6,57;8,98;8,28
87;13,88;11,95;7,77;7,35;6,75
87;13,88;11,95;8,96;5,86;5,46
87;13,88;11,95;10,16;3,95;3,55
87;13,88;11,95;11,35;1,34;1,14
88;21,58;12,68;0,07;35,31;29,41
88;21,58;12,68;0,13;27,19;23,49
88;21,58;12,68;0,25;24,98;21,68
88;21,58;12,68;0,38;23,61;20,31
88;21,58;12,68;0,51;22,53;19,93
88;21,58;12,68;0,63;21,99;19,39
88;21,58;12,68;1,27;21,61;19,31
88;21,58;12,68;1,9;19,89;17,59
88;21,58;12,68;3,17;18,08;15,88
88;21,58;12,68;4,44;17,57;15,77
88;21,58;12,68;5,71;15,66;14,16
88;21,58;12,68;6,92;14,29;12,79
88;21,58;12,68;8,28;12,61;11,71
88;21,58;12,68;9,5;9,14;8,44
88;21,58;12,68;10,78;6,11;5,71
88;21,58;12,68;12,05;2,23;2,03
90;24,19;15,51;0,04;41,6;32,4
90;24,19;15,51;0,16;28,5;24,1
90;24,19;15,51;0,31;26,3;21,9
90;24,19;15,51;0,47;24,99;20,59
90;24,19;15,51;0,62;24,87;20,47
90;24,19;15,51;0,78;24,44;20,34
90;24,19;15,51;1,55;23,05;18,95
90;24,19;15,51;2,33;22,35;18,45
90;24,19;15,51;3,88;20,5;17,8
90;24,19;15,51;5,43;18,56;16,16
90;24,19;15,51;6,98;16,9;14,8
90;24,19;15,51;8,53;15,63;14,03
90;24,19;15,51;10,08;14,1;12,9
90;24,19;15,51;11,63;11,78;10,98
90;24,19;15,51;13,18;7,16;6,36
90;24,19;15,51;14,73;2,71;2,51
91;34,12;17,03;0;44,04;37,34
91;34,12;17,03;0,17;42,34;37,34
91;34,12;17,03;0,34;37,64;33,04
91;34,12;17,03;0,51;35,76;31,26
91;34,12;17,03;0,68;34,36;30,46
91;34,12;17,03;0,85;32,93;29,83
91;34,12;17,03;1,7;32,91;30,11
91;34,12;17,03;2,56;30,05;28,05
91;34,12;17,03;4,26;28,2;26,2
91;34,12;17,03;5,96;26,74;24,94
91;34,12;17,03;7,61;26,04;24,94
91;34,12;17,03;9,37;21,2;20,1
91;34,12;17,03;11,07;19;18,2
91;34,12;17,03;12,77;13,05;12,45
91;34,12;17,03;14,48;8,63;8,23
91;34,12;17,03;16,18;2,96;2,76
92;47,33;19,85;0,08;57,72;48,22
92;47,33;19,85;0,2;55,92;46,92
92;47,33;19,85;0,4;52,55;44,05
92;47,33;19,85;0,6;50,23;41,73
92;47,33;19,85;0,79;48,64;40,14
92;47,33;19,85;0,99;47,43;39,53
92;47,33;19,85;1,99;42,88;35,88
92;47,33;19,85;2,98;40,46;35,56
92;47,33;19,85;4,96;37,43;33,03
92;47,33;19,85;6,95;34,35;31,65
92;47,33;19,85;8,93;30,84;28,74
92;47,33;19,85;10,86;26,96;25,06
92;47,33;19,85;12,9;21,52;19,72
92;47,33;19,85;14,89;15,98;14,88
92;47,33;19,85;16,87;9,55;8,55
92;47,33;19,85;18,86;3,82;3,42
93;18,24;10,73;0,11;26,33;19,83
93;18,24;10,73;0,21;23,43;18,43
93;18,24;10,73;0,32;21,03;17,03
93;18,24;10,73;0,43;19,82;15,82
93;18,24;10,73;0,54;19,25;15,25
93;18,24;10,73;1,07;19,25;15,25
93;18,24;10,73;1,61;19,07;15,87
93;18,24;10,73;2,68;15,92;13,12
93;18,24;10,73;3,76;15,41;14,01
93;18,24;10,73;4,83;13,53;12,13
93;18,24;10,73;5,9;12,25;10,85
93;18,24;10,73;6,98;10,38;9,58
93;18,24;10,73;8,05;7,51;6,81
93;18,24;10,73;9,12;4,74;4,04
93;18,24;10,73;10,19;2,52;2,12
94;43,61;18,5;0,05;53,48;45,58
94;43,61;18,5;0,19;49,16;42,46
94;43,61;18,5;0,37;45,59;39,09
94;43,61;18,5;0,56;44,96;38,96
94;43,61;18,5;0,74;43,33;37,53
94;43,61;18,5;0,93;42,78;37,08
94;43,61;18,5;1,85;42,62;38,32
94;43,61;18,5;2,78;41,38;37,28
94;43,61;18,5;4,66;37,82;33,82
94;43,61;18,5;6,47;36,13;32,83
94;43,61;18,5;8,28;35,08;31,78
94;43,61;18,5;10,23;31,16;28,16
94;43,61;18,5;12,02;22,79;20,99
94;43,61;18,5;13,88;19,26;17,46
94;43,61;18,5;15,73;8,59;7,39
94;43,61;18,5;17,57;2,36;2,26
95;10,85;9,26;0,05;14,09;10,89
95;10,85;9,26;0,09;14,09;10,89
95;10,85;9,26;0,19;13,02;10,22
95;10,85;9,26;0,28;12,5;9,8
95;10,85;9,26;0,37;12,25;9,55
95;10,85;9,26;0,46;11,69;9,39
95;10,85;9,26;0,93;11,65;9,35
95;10,85;9,26;1,39;11,11;8,81
95;10,85;9,26;2,32;9,61;8,11
95;10,85;9,26;3,24;8,59;7,09
95;10,85;9,26;4,13;7,86;6,86
95;10,85;9,26;5,09;6,53;5,93
95;10,85;9,26;6,02;4,55;4,15
95;10,85;9,26;6,95;3,47;3,27
95;10,85;9,26;7,87;2,01;2,01
95;10,85;9,26;8,8;1,18;1,18
96;40,68;19,42;0,03;55,97;46,47
96;40,68;19,42;0,19;48,14;41,44
96;40,68;19,42;0,39;45,19;39,09
96;40,68;19,42;0,58;42,71;38,01
96;40,68;19,42;0,78;41,32;36,92
96;40,68;19,42;0,97;39,96;36,06
96;40,68;19,42;1,94;38,83;34,93
96;40,68;19,42;2,91;36,22;33,52
96;40,68;19,42;4,86;34,66;32,26
96;40,68;19,42;6,8;31,04;28,74
96;40,68;19,42;8,74;27,12;25,42
96;40,68;19,42;10,68;24,35;22,75
96;40,68;19,42;12,65;21,2;19,6
96;40,68;19,42;14,52;15,92;14,82
96;40,68;19,42;16,55;6,05;5,55
96;40,68;19,42;18,43;3,18;2,98
97;45,55;18,12;0,06;57,89;48,99
97;45,55;18,12;0,18;54,51;47,11
97;45,55;18,12;0,36;52,28;44,98
97;45,55;18,12;0,54;50,28;43,48
97;45,55;18,12;0,72;48,76;42,56
97;45,55;18,12;0,91;47,17;41,67
97;45,55;18,12;1,81;44,56;39,56
97;45,55;18,12;2,7;43,16;39,56
97;45,55;18,12;4,5;39,69;36,59
97;45,55;18,12;6,4;35,87;33,57
97;45,55;18,12;8,15;32,28;30,28
97;45,55;18,12;9,95;29,06;27,56
97;45,55;18,12;11,78;22,44;21,44
97;45,55;18,12;13,59;13,81;13,21
97;45,55;18,12;15,44;5,25;5,05
97;45,55;18,12;17,21;2,23;2,03
98;29,35;15,02;0,1;36,96;29,86
98;29,35;15,02;0,15;33,89;29,19
98;29,35;15,02;0,3;32,58;27,88
98;29,35;15,02;0,45;30,62;26,32
98;29,35;15,02;0,6;30,08;25,78
98;29,35;15,02;0,75;29,35;25,05
98;29,35;15,02;1,5;29,28;25,58
98;29,35;15,02;2,25;28,17;24,47
98;29,35;15,02;3,76;25,78;22,08
98;29,35;15,02;5,26;23,87;21,37
98;29,35;15,02;6,75;21,07;18,87
98;29,35;15,02;8,26;18,46;17,06
98;29,35;15,02;9,76;15,37;14,57
98;29,35;15,02;11,27;11,71;11,11
98;29,35;15,02;12,77;5,06;4,86
98;29,35;15,02;14,24;2,42;2,22
99;37,88;18,24;0,08;51,76;43,16
99;37,88;18,24;0,18;48,73;40,43
99;37,88;18,24;0,36;44,61;38,01
99;37,88;18,24;0,55;41,46;36,16
99;37,88;18,24;0,73;41,08;35,78
99;37,88;18,24;0,91;40,12;34,82
99;37,88;18,24;1,82;37,21;33,11
99;37,88;18,24;2,74;35,75;32,65
99;37,88;18,24;4,52;32,59;30,79
99;37,88;18,24;6,3;31,13;29,43
99;37,88;18,24;8,21;25,97;24,37
99;37,88;18,24;10,03;22,5;21,2
99;37,88;18,24;11,86;17,67;16,57
99;37,88;18,24;13,64;14,01;13,21
99;37,88;18,24;15,5;7,74;7,44
99;37,88;18,24;17,33;2,48;2,28
100;17,89;14,47;0,05;24,5;19
100;17,89;14,47;0,14;22,63;18,33
100;17,89;14,47;0,29;21,33;17,13
100;17,89;14,47;0,43;20,3;16,3
100;17,89;14,47;0,58;19,42;15,92
100;17,89;14,47;0,72;18,97;15,47
100;17,89;14,47;1,45;18,56;16,56
100;17,89;14,47;2,17;17,28;15,28
100;17,89;14,47;3,62;16,04;14,24
100;17,89;14,47;5,05;13,69;11,99
100;17,89;14,47;6,51;12,13;10,83
100;17,89;14,47;7,93;10,03;8,93
100;17,89;14,47;9,41;8,53;7,83
100;17,89;14,47;10,9;6,75;6,15
100;17,89;14,47;12,3;4,46;4,26
100;17,89;14,47;13,77;1,66;1,46
101;21,65;16,15;0,07;27,3;21,2
101;21,65;16,15;0,16;25,22;20,12
101;21,65;16,15;0,32;24,1;19,1
101;21,65;16,15;0,48;22,64;18,24
101;21,65;16,15;0,65;21,94;17,54
101;21,65;16,15;0,81;21,33;17,03
101;21,65;16,15;1,62;21,17;17,67
101;21,65;16,15;2,43;20,59;17,09
101;21,65;16,15;4,04;20,28;17,58
101;21,65;16,15;5,65;15,69;13,89
101;21,65;16,15;7,27;14,2;12,8
101;21,65;16,15;8,84;12,57;11,27
101;21,65;16,15;10,5;11,11;10,01
101;21,65;16,15;12,16;8,66;7,96
101;21,65;16,15;13,7;6,4;6,1
101;21,65;16,15;15,34;2,55;2,35
102;17,73;13,77;0,02;23,24;19,74
102;17,73;13,77;0,13;22,34;18,84
102;17,73;13,77;0,27;21,76;18,46
102;17,73;13,77;0,41;21,04;18,14
102;17,73;13,77;0,55;19,2;17
102;17,73;13,77;0,68;18,44;16,74
102;17,73;13,77;1,37;18,02;17,02
102;17,73;13,77;2,06;17,83;16,83
102;17,73;13,77;3,44;17,19;16,19
102;17,73;13,77;4,81;14,96;14,16
102;17,73;13,77;6,19;14,32;13,62
102;17,73;13,77;7,57;12,16;11,56
102;17,73;13,77;8,95;10,82;10,32
102;17,73;13,77;10,32;8,05;7,65
102;17,73;13,77;11,7;4,78;4,38
102;17,73;13,77;13,08;1,59;1,59
103;20,05;13,9;0,01;25,32;20,82
103;20,05;13,9;0,13;24,22;20,02
103;20,05;13,9;0,27;22,8;19,1
103;20,05;13,9;0,41;21,63;18,53
103;20,05;13,9;0,55;21,14;18,14
103;20,05;13,9;0,69;21,1;19,1
103;20,05;13,9;1,39;18,53;17,03
103;20,05;13,9;2,08;17,83;16,63
103;20,05;13,9;3,47;16,55;15,35
103;20,05;13,9;4,86;15,6;14,4
103;20,05;13,9;6,25;14,32;13,32
103;20,05;13,9;7,64;13,05;12,15
103;20,05;13,9;9,03;11,27;10,47
103;20,05;13,9;10,42;8,98;8,58
103;20,05;13,9;11,82;6,05;5,85
103;20,05;13,9;13,2;2,23;2,23
104;40,74;18,92;0,09;52,93;43,93
104;40,74;18,92;0,18;48,39;42,59
104;40,74;18,92;0,37;45,15;40,55
104;40,74;18,92;0,56;43,37;39,47
104;40,74;18,92;0,75;42,19;38,29
104;40,74;18,92;0,94;41,78;37,88
104;40,74;18,92;1,89;41,38;37,68
104;40,74;18,92;2,83;38,93;35,23
104;40,74;18,92;4,73;34,7;31,2
104;40,74;18,92;6,62;30,3;28
104;40,74;18,92;8,51;27,69;25,89
104;40,74;18,92;10,4;24,35;23,25
104;40,74;18,92;12,29;19,54;18,54
104;40,74;18,92;14,19;14,32;13,82
104;40,74;18,92;16,08;9,23;9,03
104;40,74;18,92;17,97;2,23;2,23
105;33,39;17,7;0,04;41,4;37,4
105;33,39;17,7;0,17;39,49;35,49
105;33,39;17,7;0,35;37,42;33,42
105;33,39;17,7;0,53;36,37;32,37
105;33,39;17,7;0,7;35,31;31,61
105;33,39;17,7;0,88;34,64;30,94
105;33,39;17,7;1,77;31,51;28,61
105;33,39;17,7;2,65;29,67;26,77
105;33,39;17,7;4,42;27,12;24,42
105;33,39;17,7;6,19;24,19;22,39
105;33,39;17,7;7,96;22,6;20,9
105;33,39;17,7;9,73;17,95;16,85
105;33,39;17,7;11,5;15,02;14,12
105;33,39;17,7;13,27;11,46;10,76
105;33,39;17,7;15,04;7,74;7,14
105;33,39;17,7;16,81;2,87;2,87
106;28,01;15,6;0,05;33,41;28,01
106;28,01;15,6;0,15;32,67;27,37
106;28,01;15,6;0,31;31,33;26,83
106;28,01;15,6;0,46;30,6;26,1
106;28,01;15,6;0,62;29,19;24,99
106;28,01;15,6;0,78;28,83;24,83
106;28,01;15,6;1,56;27,79;24,79
106;28,01;15,6;2,34;27,37;24,87
106;28,01;15,6;3,9;26,74;24,34
106;28,01;15,6;5,46;24,48;22,18
106;28,01;15,6;7,02;24,19;21,99
106;28,01;15,6;8,58;22,66;20,66
106;28,01;15,6;10,14;14,45;13,55
106;28,01;15,6;11,7;10,19;9,59
106;28,01;15,6;13,26;6,46;6,06
106;28,01;15,6;14,82;2,23;2,03
108;34,5;16,4;0,08;44;38,2
108;34,5;16,4;0,16;42,16;36,86
108;34,5;16,4;0,32;39,87;34,57
108;34,5;16,4;0,49;37,81;32,91
108;34,5;16,4;0,65;36,65;32,15
108;34,5;16,4;0,82;36,33;31,83
108;34,5;16,4;1,64;34,7;30,7
108;34,5;16,4;2,46;34,06;30,06
108;34,5;16,4;4,1;30,88;26,88
108;34,5;16,4;5,74;29,28;26,08
108;34,5;16,4;7,38;26,55;24,35
108;34,5;16,4;9,02;21,96;20,36
108;34,5;16,4;10,66;18,72;17,72
108;34,5;16,4;12,3;10,95;10,35
108;34,5;16,4;13,94;6,81;6,41
108;34,5;16,4;15,58;2,64;2,44
109;44,18;18,8;0,01;52,55;46,35
109;44,18;18,8;0,18;49,85;44,25
109;44,18;18,8;0,37;47,62;42,02
109;44,18;18,8;0,56;46,13;41,13
109;44,18;18,8;0,75;44,29;39,79
109;44,18;18,8;0,94;43,23;38,93
109;44,18;18,8;1,88;40,74;37,24
109;44,18;18,8;2,82;38,52;35,52
109;44,18;18,8;4,7;34,85;31,85
109;44,18;18,8;6,58;29,92;27,62
109;44,18;18,8;8,46;26,48;24,48
109;44,18;18,8;10,34;23,24;21,24
109;44,18;18,8;12,22;23,01;22,01
109;44,18;18,8;14,1;14,71;13,81
109;44,18;18,8;15,98;9,87;9,57
109;44,18;18,8;17,86;2,23;2,23
110;20,09;14,95;0,05;26,92;18,72
110;20,09;14,95;0,15;23,78;18,08
110;20,09;14,95;0,3;21,89;17,09
110;20,09;14,95;0,45;20,16;16,46
110;20,09;14,95;0,6;19,67;16,17
110;20,09;14,95;0,75;19,48;15,98
110;20,09;14,95;1,5;19;16,4
110;20,09;14,95;2,24;17,32;14,92
110;20,09;14,95;3,74;15,88;14,58
110;20,09;14,95;5,23;14,83;13,63
110;20,09;14,95;6,73;14,2;13
110;20,09;14,95;8,22;12,22;11,12
110;20,09;14,95;9,72;10,5;9,6
110;20,09;14,95;11,21;8,18;7,38
110;20,09;14,95;12,71;5,73;5,23
110;20,09;14,95;14,2;2,23;2,03
111;25,31;12,59;0;36,63;29,63
111;25,31;12,59;0,13;34,28;29,28
111;25,31;12,59;0,25;33,2;28,2
111;25,31;12,59;0,38;29,47;25,27
111;25,31;12,59;0,5;27,73;24,03
111;25,31;12,59;0,63;25,51;23,01
111;25,31;12,59;1,26;25,02;22,92
111;25,31;12,59;1,89;20,09;18,09
111;25,31;12,59;3,15;19,39;17,69
111;25,31;12,59;4,41;17,89;16,29
111;25,31;12,59;5,67;16,65;15,45
111;25,31;12,59;6,93;14,99;13,79
111;25,31;12,59;8,18;9,9;8,9
111;25,31;12,59;9,44;5,03;4,53
111;25,31;12,59;10,7;4,14;3,94
111;25,31;12,59;11,96;1,85;1,65
112;30,3;14,59;0,03;39,38;27,18
112;30,3;14,59;0,15;36,23;26,23
112;30,3;14,59;0,29;34;24,8
112;30,3;14,59;0,44;32,35;24,35
112;30,3;14,59;0,58;31,59;24,29
112;30,3;14,59;0,73;30,62;23,62
112;30,3;14,59;1,46;29,98;23,48
112;30,3;14,59;2,19;27,85;21,85
112;30,3;14,59;3,65;25,11;21,01
112;30,3;14,59;5,13;23,24;20,04
112;30,3;14,59;6,57;20,47;17,67
112;30,3;14,59;8,02;18,49;15,69
112;30,3;14,59;9,48;16,11;14,21
112;30,3;14,59;10,92;12,92;12,02
112;30,3;14,59;12,4;7,29;6,69
112;30,3;14,59;13,86;2,1;1,9
113;34,76;16,64;0,11;44,75;37,05
113;34,76;16,64;0,17;40,95;36,45
113;34,76;16,64;0,33;38,59;34,79
113;34,76;16,64;0,5;37,2;33,9
113;34,76;16,64;0,67;35,67;32,47
113;34,76;16,64;0,83;34,81;31,61
113;34,76;16,64;1,66;33,71;30,91
113;34,76;16,64;2,5;32,79;29,99
113;34,76;16,64;4,16;29,92;28,02
113;34,76;16,64;5,82;27,6;26
113;34,76;16,64;7,49;25,53;24,13
113;34,76;16,64;9,15;23,2;22
113;34,76;16,64;10,82;19,99;18,89
113;34,76;16,64;12,48;14,77;14,17
113;34,76;16,64;14,2;8,31;7,71
113;34,76;16,64;15,81;3,82;3,62
114;40,62;16,47;0,07;47,42;39,92
114;40,62;16,47;0,16;46,43;38,93
114;40,62;16,47;0,33;44,04;37,34
114;40,62;16,47;0,49;42,44;35,94
114;40,62;16,47;0,66;40,66;34,76
114;40,62;16,47;0,82;39,41;33,71
114;40,62;16,47;1,65;39,31;33,61
114;40,62;16,47;2,47;36,13;30,83
114;40,62;16,47;4,12;32,34;29,44
114;40,62;16,47;5,76;30,37;27,67
114;40,62;16,47;7,44;27,98;25,28
114;40,62;16,47;9,06;27,28;24,58
114;40,62;16,47;10,71;21,68;19,38
114;40,62;16,47;12,39;14,29;13,09
114;40,62;16,47;14,06;7,42;6,82
114;40,62;16,47;15,65;2,32;2,12
115;46,15;18,67;0,13;60,12;47,62
115;46,15;18,67;0,19;54,72;46,92
115;46,15;18,67;0,37;51,95;44,25
115;46,15;18,67;0,56;50,64;42,94
115;46,15;18,67;0,75;48,72;42,02
115;46,15;18,67;0,93;48,14;41,44
115;46,15;18,67;1,87;44,31;38,91
115;46,15;18,67;2,8;41,95;38,65
115;46,15;18,67;4,67;38,32;35,22
115;46,15;18,67;6,54;35,75;33,95
115;46,15;18,67;8,4;34,03;32,33
115;46,15;18,67;10,3;32,59;30,89
115;46,15;18,67;12,14;26,77;25,57
115;46,15;18,67;14,26;19,74;18,94
115;46,15;18,67;15,87;14,23;13,43
115;46,15;18,67;17,74;2,32;2,12
117;30,24;18,64;0,12;39,22;27,22
117;30,24;18,64;0,18;36,35;26,35
117;30,24;18,64;0,37;35,33;27,83
117;30,24;18,64;0,55;32,95;26,85
117;30,24;18,64;0,74;30,88;27,88
117;30,24;18,64;0,93;30,56;27,86
117;30,24;18,64;1,86;28,3;25,9
117;30,24;18,64;2,79;26,96;24,96
117;30,24;18,64;4,66;24,38;22,38
117;30,24;18,64;6,52;22,28;20,48
117;30,24;18,64;8,38;21,29;19,99
117;30,24;18,64;10,25;17,98;16,98
117;30,24;18,64;12,11;15,18;14,58
117;30,24;18,64;13,93;10,82;10,22
117;30,24;18,64;15,88;6,18;5,78
117;30,24;18,64;17,7;2,67;2,47
118;10,98;9,27;0,05;18,49;12,29
118;10,98;9,27;0,09;16,52;10,52
118;10,98;9,27;0,18;15,12;9,32
118;10,98;9,27;0,27;14,07;8,67
118;10,98;9,27;0,37;13,62;9,62
118;10,98;9,27;0,46;12,8;9,2
118;10,98;9,27;0,92;11,24;8,24
118;10,98;9,27;1,39;10,82;8,82
118;10,98;9,27;2,31;10;8
118;10,98;9,27;3,24;9,17;7,77
118;10,98;9,27;4,17;8,12;7,12
118;10,98;9,27;5,09;7,07;6,37
118;10,98;9,27;6,02;6,21;5,81
118;10,98;9,27;6,95;4,62;4,32
118;10,98;9,27;7,88;2,32;2,12
118;10,98;9,27;8,8;1,08;0,88
119;28,58;18,85;0,08;40,27;31,97
119;28,58;18,85;0,18;35,78;28,18
119;28,58;18,85;0,37;33,49;27,59
119;28,58;18,85;0,56;31,58;26,58
119;28,58;18,85;0,75;30,46;26,36
119;28,58;18,85;0,94;29,92;26,52
119;28,58;18,85;1,88;27,34;24,14
119;28,58;18,85;2,82;26,17;23,37
119;28,58;18,85;4,71;24,16;22,06
119;28,58;18,85;6,59;22,28;20,58
119;28,58;18,85;8,42;21,07;19,77
119;28,58;18,85;10,36;19,45;18,35
119;28,58;18,85;12,25;16,68;15,98
119;28,58;18,85;14,13;13,27;12,67
119;28,58;18,85;16,02;7,19;6,79
119;28,58;18,85;17,9;3,92;3,72
120;19,42;12,14;0,09;32,56;22,56
120;19,42;12,14;0,12;30,18;22,18
120;19,42;12,14;0,24;27,25;20,75
120;19,42;12,14;0,36;23,68;17,18
120;19,42;12,14;0,48;23,24;19,24
120;19,42;12,14;0,6;19,86;16,86
120;19,42;12,14;1,21;19,67;17,67
120;19,42;12,14;1,82;19,23;17,63
120;19,42;12,14;3,03;17,48;16,08
120;19,42;12,14;4,25;16,39;15,29
120;19,42;12,14;5,46;15,76;14,96
120;19,42;12,14;6,67;12,99;12,39
120;19,42;12,14;7,89;10,95;10,55
120;19,42;12,14;9,1;8,59;8,39
120;19,42;12,14;10,35;4,78;4,58
120;19,42;12,14;11,55;2,45;2,25
121;15,88;11,8;0,06;23,27;15,27
121;15,88;11,8;0,11;21,74;15,74
121;15,88;11,8;0,23;20,85;16,85
121;15,88;11,8;0,35;19,23;15,23
121;15,88;11,8;0,47;18,62;15,02
121;15,88;11,8;0,59;18,4;15,1
121;15,88;11,8;1,18;17,03;14,83
121;15,88;11,8;1,77;14,8;12,8
121;15,88;11,8;2,95;14,64;12,64
121;15,88;11,8;4,13;11,71;10,41
121;15,88;11,8;5,31;10,44;9,44
121;15,88;11,8;6,49;10,12;9,72
121;15,88;11,8;7,67;9,55;9,15
121;15,88;11,8;8,8;7,39;7,19
121;15,88;11,8;10,03;3,76;3,56
121;15,88;11,8;11,21;1,91;1,71
122;35,81;16,2;0,06;45,52;34,52
122;35,81;16,2;0,16;42,97;34,67
122;35,81;16,2;0,32;41,16;33,56
122;35,81;16,2;0,48;40,17;32,77
122;35,81;16,2;0,64;39,22;33,42
122;35,81;16,2;0,81;37,72;33,12
122;35,81;16,2;1,62;35,4;31,6
122;35,81;16,2;2,43;33,07;29,87
122;35,81;16,2;4,05;29,79;26,89
122;35,81;16,2;5,67;28,23;25,93
122;35,81;16,2;7,41;25,91;23,81
122;35,81;16,2;8,91;19,64;17,74
122;35,81;16,2;10,53;15,92;14,62
122;35,81;16,2;12,15;10,76;9,86
122;35,81;16,2;14,25;5,44;5,04
122;35,81;16,2;15,39;2,07;1,87
123;13,85;12;0,04;26,1;13,6
123;13,85;12;0,12;23,91;13,91
123;13,85;12;0,24;21,23;13,23
123;13,85;12;0,36;19,39;13,39
123;13,85;12;0,48;17,92;12,02
123;13,85;12;0,6;16,87;11,87
123;13,85;12;1,2;14,39;11,09
123;13,85;12;1,8;13,43;11,13
123;13,85;12;3;12,1;10,4
123;13,85;12;4,2;11,4;10,3
123;13,85;12;5,4;9,33;8,53
123;13,85;12;6,6;7,58;7,08
123;13,85;12;7,8;6,84;6,44
123;13,85;12;9;5,73;5,53
123;13,85;12;10,2;3,66;3,46
123;13,85;12;11,4;1,69;1,49
124;16,39;12,17;0,14;24,7;16,7
124;16,39;12,17;0,16;21,96;14,46
124;16,39;12,17;0,24;21,45;15,45
124;16,39;12,17;0,36;20,47;15,77
124;16,39;12,17;0,48;20,05;16,35
124;16,39;12,17;0,6;19,42;16,82
124;16,39;12,17;1,21;16,97;14,57
124;16,39;12,17;1,82;16,07;14,07
124;16,39;12,17;3,04;14,93;13,23
124;16,39;12,17;4,3;13,4;12,4
124;16,39;12,17;5,47;12,41;11,61
124;16,39;12,17;6,69;11,52;10,92
124;16,39;12,17;7,91;11,33;10,93
124;16,39;12,17;9,12;7,04;6,84
124;16,39;12,17;10,38;3,12;2,92
124;16,39;12,17;11,56;1,27;1,07
125;45,2;21,18;0,13;61,75;47,55
125;45,2;21,18;0,21;55,83;43,93
125;45,2;21,18;0,42;54,05;43,15
125;45,2;21,18;0,63;52,14;42,54
125;45,2;21,18;0,84;49,21;40,81
125;45,2;21,18;1,05;47,75;40,35
125;45,2;21,18;2,11;43,32;36,62
125;45,2;21,18;3,17;41,32;35,72
125;45,2;21,18;5,29;37,94;33,24
125;45,2;21,18;7,41;31,96;28,76
125;45,2;21,18;9,53;30,65;28,25
125;45,2;21,18;11,64;26,71;24,51
125;45,2;21,18;13,76;21,1;19,6
125;45,2;21,18;15,88;15,57;14,47
125;45,2;21,18;18,07;8,88;8,18
125;45,2;21,18;20,12;3,98;3,58
126;17,89;9,38;0,07;27,57;21,17
126;17,89;9,38;0,09;25,02;19,62
126;17,89;9,38;0,19;23,24;18,54
126;17,89;9,38;0,28;22,41;18,41
126;17,89;9,38;0,38;21,2;17,4
126;17,89;9,38;0,47;20,47;17,57
126;17,89;9,38;0,94;18,65;16,05
126;17,89;9,38;1,41;17,67;15,67
126;17,89;9,38;2,35;15,6;14,6
126;17,89;9,38;3,24;15,09;14,29
126;17,89;9,38;4,22;12,73;12,33
126;17,89;9,38;5,16;10,66;10,46
126;17,89;9,38;6,1;8,72;8,52
126;17,89;9,38;7,03;6,84;6,64
126;17,89;9,38;7,97;3,92;3,72
126;17,89;9,38;8,91;1,91;1,91
127;30,08;21,71;0,13;46,31;39,11
127;30,08;21,71;0,22;37,5;30,8
127;30,08;21,71;0,43;34,82;28,22
127;30,08;21,71;0,65;33,58;27,18
127;30,08;21,71;0,87;30,78;24,78
127;30,08;21,71;1,09;30,46;24,66
127;30,08;21,71;2,17;28,33;23,13
127;30,08;21,71;3,26;27,31;24,01
127;30,08;21,71;5,43;24,96;22,46
127;30,08;21,71;7,6;23,81;21,51
127;30,08;21,71;9,77;22,22;20,42
127;30,08;21,71;11,91;21,36;19,56
127;30,08;21,71;14,11;17,98;16,58
127;30,08;21,71;16,28;14,01;13,01
127;30,08;21,71;18,55;8,72;8,02
127;30,08;21,71;20,62;3,09;2,89
128;40,93;20,53;0,14;53;39,5
128;40,93;20,53;0,21;51,09;38,79
128;40,93;20,53;0,41;50,61;38,91
128;40,93;20,53;0,62;45,84;35,64
128;40,93;20,53;0,82;44,15;35,15
128;40,93;20,53;1,03;43,23;35,03
128;40,93;20,53;2,05;38,55;31,85
128;40,93;20,53;3,08;36,7;31,9
128;40,93;20,53;5,13;34,06;30,06
128;40,93;20,53;7,19;32,02;28,62
128;40,93;20,53;9,24;30,08;27,78
128;40,93;20,53;11,29;27,72;25,52
128;40,93;20,53;13,34;24,1;22,2
